# run layer offset offset_err slope slope_err fit_ok
2682 0 -0.299999999932 6.32771365028 0.00474308300502 0.100042903562 0
2682 1 -0.139307880384 1.2994794094 0.00759826970097 0.0280151156195 1
2682 2 -0.101758807737 0.947194548307 -4.38332146135e-05 0.0217577057019 1
2682 3 -1.38556524835 0.495855497904 -0.00863094178387 0.0105297291017 1
2682 4 1.51910768692 0.166567213098 0.0063473603158 0.00374813686361 1
2682 5 0.17669851432 0.0282994151273 -0.00170812527125 0.000725934082941 1
2682 6 0.0814908675267 0.0234604805494 0.000294698522899 0.000592082630841 1
2682 7 0.0137691483459 0.0205837791496 0.000234520791382 0.00051060321833 1
2682 8 0.0203434211868 0.0219620747025 0.000593886867974 0.000544517715682 1
2682 9 0.0338649782772 0.0234240207518 0.00022848774521 0.000592084145068 1
2682 10 -0.37190773536 0.0343494424495 0.00239630440435 0.000731363578382 1
2682 11 -0.535373548979 0.0262177958906 -0.000174664325858 0.000554694524691 1
2682 12 0.16057198021 0.0237292017708 -0.000902840880135 0.000529626745136 1
2682 13 0.484133397842 0.0218041104443 -0.000434512624406 0.000505762576104 1
2682 14 0.58660835309 0.0225593638262 -0.000537604979104 0.000518540575758 1
2682 15 0.707446490218 0.0223594968783 -0.000324785257023 0.000518484779726 1
2682 16 -1.24672084417 0.0216923702675 0.000494818822973 0.00050286537921 1
2682 17 -1.15729333903 0.0220287213136 -0.00043363468476 0.000497775877337 1
2682 18 -1.07605746511 0.0225820148825 0.000372380184246 0.000528266234867 1
2682 19 -1.04483666184 0.0222208245856 0.000534781742631 0.0005308478262 1
2682 20 -0.0193874439673 0.021108261087 -7.64864820524e-05 0.000523114917616 1
2682 21 0.0439814493333 0.0217302013613 -0.000196654279342 0.000538131479695 1
2682 22 0.160074105699 0.0174833620158 0.00123897585395 0.000433385322562 1
2682 23 0.205376920082 0.0190811830444 0.000493365467133 0.000475078233633 1
2682 24 0.218233715955 0.0195499985801 -0.000299139909682 0.000486949939516 1
2682 25 0.251815687361 0.0191937496196 -0.000476419856091 0.000471282653836 1
2682 26 0.301751566985 0.0198088442454 0.000160440125258 0.00048907551663 1
2682 27 0.364706493487 0.0213621789628 -0.00145673734123 0.000528902898968 1
2682 28 0.303164498645 0.0257086512606 0.00105272895998 0.000640427213326 1
2682 29 0.298612276772 0.0243423668023 0.00134422811623 0.000622218706125 1
2682 30 0.0815343626658 0.026331613126 0.000418902102046 0.000677755623209 1
2682 31 -0.303915954702 0.0264541847817 -0.000275752400078 0.000686967935505 1
