# run layer offset offset_err slope slope_err fit_ok
2682 0 -0.299999999932 6.32771365028 0.00474308300502 0.100042903562 0
2682 1 -0.139307880384 1.2994794094 0.00759826970097 0.0280151156195 1
2682 2 -0.108832096729 0.722859020176 0.00228634240176 0.0166967753518 1
2682 3 -1.56522030491 0.547819361022 -0.0124079674811 0.0116034846403 1
2682 4 1.53766846847 0.166815081067 0.00704502780068 0.00377264071103 1
2682 5 0.0016940625651 0.0282821853176 -0.000169529256874 0.000726193013409 1
2682 6 -0.0297490528065 0.0232443002993 0.000150810427938 0.000584252409328 1
2682 7 -0.032770866486 0.0203984291275 3.90326774548e-05 0.000505326122369 1
2682 8 -0.0386442319958 0.0219491056286 0.000173126540653 0.000543534275619 1
2682 9 -0.0663891081742 0.0233885016362 -9.56788463569e-05 0.000591243570397 1
2682 10 -0.180619911485 0.0342309617003 0.000432188671839 0.000731219922227 1
2682 11 -0.0999938102306 0.026371740891 2.49416096203e-05 0.000559342094765 1
2682 12 -0.000682900564626 0.0234355823036 -0.000124998066796 0.000524205402647 1
2682 13 0.0368678996737 0.0220093495212 -0.00014514190012 0.000509797740069 1
2682 14 0.0325330708243 0.0228417345273 0.000137561379552 0.000526134489244 1
2682 15 0.0028667590802 0.0224022179976 -0.000234965335834 0.00052133264065 1
2682 16 -0.0705894988426 0.0209794469913 -0.00052245432935 0.00048707043738 1
2682 17 -0.0868379813106 0.0222820281334 -0.000168208913181 0.000504374993196 1
2682 18 -0.0737316628204 0.0219097801925 -0.000105616511649 0.000512576793041 1
2682 19 -0.0344577328732 0.0213970520409 6.90793152849e-05 0.000509976535165 1
2682 20 0.0163053748542 0.0211773925781 -4.28125461935e-05 0.000523999944322 1
2682 21 0.0248628814888 0.0215423702429 -3.32286301456e-05 0.000532789397013 1
2682 22 0.024057982884 0.0174747605494 2.9284160435e-05 0.000432429308447 1
2682 23 0.0400135531374 0.0187521062131 5.50440420283e-05 0.000465806476433 1
2682 24 0.0399271022183 0.0199103208493 -3.6814846073e-05 0.000493911155549 1
2682 25 0.0495418151674 0.0189052988314 0.00012795136655 0.000462603500147 1
2682 26 0.0609385038321 0.0200832376689 -9.22872192868e-05 0.000494604589763 1
2682 27 0.0734742780952 0.021270334975 8.26100131791e-05 0.000526143740047 1
2682 28 0.0640385122829 0.0254547299657 -2.03299778456e-05 0.000634483056531 1
2682 29 0.0616649074034 0.0246608417975 0.000141154137874 0.000629652592338 1
2682 30 0.0672979006956 0.0261338394285 0.000314213228311 0.00067358636492 1
2682 31 0.0753802932754 0.0255595082478 0.000340347507218 0.0006651318023 1
