# run layer offset offset_err slope slope_err fit_ok
2680 0 0 0 0 0 0
2680 1 0 0 0 0 0
2680 2 0 0 0 0 0
2680 3 0 0 0 0 0
2680 4 1.6535619766 0.650640830073 -0.00259641728136 0.0248705192183 1
2680 5 0.45453727133 0.0791330077771 0.00208142284657 0.00327525248345 1
2680 6 0.280076069044 0.0738049634878 3.06914494946e-05 0.00327650532304 1
2680 7 0.0416503502038 0.0550210371293 0.00101796104451 0.00235356022619 1
2680 8 0.123161612705 0.0665377300199 -0.00169848821356 0.00284972392813 1
2680 9 0.035324964363 0.0586778232644 0.000611555192134 0.00238421502755 1
2680 10 -0.842268254442 0.121560810664 -0.000875661316369 0.00497736884949 1
2680 11 -0.916296502695 0.0937828508566 -0.000861986545682 0.0039051877233 1
2680 12 0.0542366935859 0.0762765499588 -0.000862507689169 0.00302875116838 1
2680 13 0.435809493123 0.0692689137402 -0.00106547881647 0.0027243696484 1
2680 14 0.496874767338 0.0755640844563 -0.00245613675134 0.0029538848298 1
2680 15 0.628461738743 0.0762857999107 -0.00259206655603 0.00307464074145 1
2680 16 -1.34544882462 0.0590447540099 -0.001486943446 0.00243213979023 1
2680 17 -1.30138448892 0.0725399246673 -0.000924813357123 0.00294263873847 1
2680 18 -1.14812342565 0.0518108276692 -0.00204395007367 0.00210421714441 1
2680 19 -1.15546455922 0.0544677797928 -0.00358058098027 0.00214222670674 1
2680 20 -0.1373925793 0.0513722610251 0.000862526685212 0.00201825523147 1
2680 21 -0.0719959835132 0.0481026228962 0.00060331752256 0.00190800358482 1
2680 22 0.0894940047392 0.0542596346476 0.00128697444391 0.00218113801109 1
2680 23 0.0841165280322 0.0511657783859 0.000859949215342 0.00199145714408 1
2680 24 0.306846113116 0.0506608197034 0.000910696987324 0.00195953739215 1
2680 25 0.269004319939 0.0587599950656 0.00497682035795 0.00224607765191 1
2680 26 0.363741869464 0.0593045414818 0.0019227271454 0.00226317433887 1
2680 27 0.415668275029 0.0556430597446 0.000694093257949 0.00213636870276 1
2680 28 0.45242682167 0.0574257996454 -0.00173617597849 0.00215056682062 1
2680 29 0.438276358685 0.0590911061241 0.00223751305776 0.00225184161109 1
2680 30 0.261740608036 0.0637118676268 -0.000995247379185 0.00245746908701 1
2680 31 -0.19019946942 0.0714596584262 -0.00197711708086 0.00273699567478 1
